Gene_Symbol,SRR1758112,SRR1758113,SRR1758114,SRR1758115,SRR1758116,SRR1758117,SRR1758118,SRR1758119,SRR1758120,SRR1758121,SRR1758122,SRR1758123
GLYG,744,1171.02,2022.74,220,795.99,741,1818.73,177,888,934.62,1066.93,183
GMDS,221,441,819,165,250,452.18,732,160,492,368,430,98
GMEB1,240,332.01,277,117,319,311,312.06,101,318.05,396,170,106
GNA14,1,2,1,0,1,6,6,2,3,3,3,0
GNAI2,71,136,223,17,82,152,275,14,144,94,107,16
GNAI3,112,204,446,21,107,218,393,25,250.41,160,222,19
GNAL,1419,2524,268,121,1604,2405.31,515,228,2695.11,2054,127,120
GNAO,113.15,227,20,258,155,241,21,101.7,210,201,16,69
GNAQ,365,837,322,377,478,968,318,358.89,836.99,836.01,199,316
GNAT2,0,1,0,16,4,0,1,13,2,3,2,6
GNL3L,4,12,10,4,8,9,16,1,17,13,4,4
GNMT,85,189,222.98,144,89,159,187,62,224,134,108,131
GOG7B,182,502,1,2,222,383,6,2,531,330,0,0
GOGA7,805.94,1368.85,2870.1,1458.15,897,1336.64,2602.43,1446.08,1336.68,1034.5,1302.11,1240.24
GOLM1,564.68,1077.02,893.41,1254.92,596.01,1010.67,653,1339.76,835.08,856,520,1200.06
GORS2,1885,3000.04,5378.38,3756.75,2397.05,2601.2,5093.84,3119.27,2689.72,2492.98,2563.88,2938
GP114,4,1,9,13,1,4,12,5,4,2,14,6
GP115,2,1,0,2,2,4,2,1,7,1,0,0
GP119,0,1,1,6,4,4,2,6,1,2,1,5
GP128,0,0,0,3,0,0,0,7,0,0,0,6
GP132,0,0,10,8,1,0,26,11,1,1,16,10
GP141,1,1,7,9,2,2,8,1,0,1,7,4
GP143,0,1,2,39,0,2,0,27,0,1,0,30
GP152,7,16,2,6,8,13,6,4,15,7,2,0
GP183,0,0,3,3,0,0,1,0,0,0,0,5
GPAN1,19,54,16,23,23,24,22,19,19,31,3,13
GPAT4,712,1206.97,1687,1277,915,1336,1588,1173,1523,1125.14,903,1072.36
GPBL1,1227.33,1982,3765.23,2515.11,1295.08,1692.1,3493.21,1878.97,1752.34,1813.67,2193.49,1914.16
GPBP1,135,303,195,711,178,302,221,485,234.17,240,134,457
GPC1,450,1062,806.04,228,444,905,759,213,801,667,685,201
GPC5B,2702.03,3732.94,587,1052.17,2336.18,3301.83,890,1207,1184.94,2610.72,688,1034.67
GPC6A,0,0,1,53,0,0,1,92,0,0,0,42
GPHA2,3,6.92,39,5,9,10,15,7,22,18,15,7
GPM6A,3242.85,5143.55,22,540.9,5102.23,7217.55,18,226.78,8634.79,6621.17,9,297.93
GPR12,263.25,483.98,3,2,478.06,565,3,1,695,584.08,2,0
GPR18,9,14,43,6,7,10,20,1,9,12,14,4
GPR20,8,4,99,15,8,6,79,8,7,15,76,11
GPR22,886,2231.56,9,28,1225,3396.95,30,13,4801.49,1854.37,1,22
GPR35,0,0,1,0,0,0,0,0,0,0,1,2
GPR6,40,56,5,25,43,83,8,23,81,77,1,18
GPR83,0,0,5,0,1,0,17,0,0,0,4,0
GPR85,605,885,186.95,185,847,893,304,190,1241.41,925.62,68,124
GPR87,0,0,1,6,0,1,2,403.91,0,0,0,4
GPR98,1,0,0,0,0,0,0,0,2,0,0,0
GPS2,35,45,70.92,105,37.3,43,68,62,33,32,26,95
GPT,291,593.13,1197,671,352,541.6,1048.17,567.07,556,408,494,324
GPX1,444.99,948,2789.63,264,706,1013,3453,381.98,871,887.99,2348,235
GPX2,1,1,7,0,1,1,4,1,5,2,2,2
GPX4,1365,2029,4031.34,603,1554.43,2553,3699.08,983.18,1737,1820.99,1463.06,905.51
GRAM3,101,135,703.05,57,134,97,693.05,172.98,63,193,404.97,202.02
GRAM4,190,367,407,180,228.97,457,399.02,145,531,403.94,227,147
GRASP,38,67,239.32,14,26,44,179.16,9,33,68,129,23
GRCR2,6,2,2,0,3,2,0,4,3,6,0,0
GRDN,0,8,46.99,17.99,12,19,66.05,24,9,15.98,24.99,19.06
GREM2,324,875,580,26,389,595,909,63,872.89,707.04,260,18
GRHPR,0,0,32,1114.98,0,0,22,954,1,0,7,583.68
GRIA3,121,247,13,6,164,314.01,3,4,555,218,4,5
GRIK4,92,183,22,127,73,124,19,126,157,96,19,114
GRIK5,11,23,3,3,17,22,6,3,26,16,3,5
GRIP1,14,26,9,10,14.96,28,20,9,24,11,2,8
GRM4,135,567,41,16,131,490,43,23,405.23,271,26,8
GRM6,1,0,0,27,0,0,1,18,0,2,0,44
GRM7,0,3,2,126,0,0,1,42,0,1,2,104
GRM8,990.24,904.11,18,141,1321.98,804.15,111,163,859.95,1365,40,155
GRN,315,620.21,963.16,190,369,503,789,191.04,499,442.98,497,160
GRP,161,1953,6,5,84,1510.43,6,5,1492,669,2,2
GRP75,4143.02,6851.91,10611.2,3599.22,4784.04,6785.17,11248.99,2969.2,7168.19,6123,5369,3031.98
GRP78,4132.42,10651.45,28968.03,10247.61,6846.94,10520.5,28100.29,7345.19,12280.29,10717.25,12537.06,9025.05
GRWD1,101,145,89,63.47,55,100,69,41,117,117,44,42
GSC,1,0,0,0,0,2,0,0,0,0,0,0
GSCR2,897,1589,2446.51,1536,1212.34,1666,2709.81,1994.86,1696.59,1543.95,1993.47,1380.59
GSTA1,0,3,4,1,2,9,10,2,0,2,5,5
GSTA2,78,111,49,13,134,135,43,89,74,43,40,18
GSTA3,14,25,18,6,51,34,17,20,24,14,11,2
GSTM2,13,39,81,13,25,27,80,14,37,53,80,29
GSTM3,1422,2468,4079.82,599.94,1494.05,2457,3195,510,2533.67,2018,1504.06,579.96
GSX1,13,10,3,0,11,26,1,1,11,13,0,0
GSX2,0,0,5,0,0,0,6,0,0,0,1,0
GT2D2,6,1,0,20,1,4,1,21,0,2,1,6
GTD2A,0,0,0,1,0,0,0,2,0,1,0,2
GTR1,2079,3738.47,1062.12,82,1702,2465.96,953.76,46,2016,1852.02,367,69
GTR11,0,1,9,2,0,0,16,2,0,1,5,2
GTR2,0,0,0,3,0,0,0,3,0,0,0,4
GTR9,1,0,1,0,0,3,0,0,1,2,0,0
GTSF1,48,109,247,3156.14,57,80,209,3500.54,101,68,127,2796.17
GUC2C,1,0,7,15,0,0,2,11,0,0,5,4
GUC2D,0,0,0,1,0,0,0,0,1,0,0,0
GUC2F,0,0,0,0,1,0,0,1,0,0,0,0
GVIN1,0,0,4,1,0,0,0,0,0,0,0,0
GYAR,1,0,62,14,0,0,27,18,1,0,9,8
GYS2,1,2,13.28,23,1,1,30,99,1,1,5,21
GZF1,9,12,7,11,14,26,14,4,35,26,10,15
H17B6,1,3,8,6,7,4,34,3,8,0,24,0
H1FOO,9,3,1189.99,33,3,1,1158,38,12,2,910,27
H2A1A,1,0,8,32181.96,0,4,0,30036.51,17,4,11,23470.51
H2AJ,4,5,7,4,6,3,10,2,3,6,7,1
H2AV,195,388,1221,2106,218,345,966.01,2090.09,329,297,628,1828
H2AX,8,14,9,5,8,13,9,3,22,20,8,6
H2AY,1215.83,2418.67,1203.44,1999.87,1688.4,2449.82,1151.85,1548.71,3206.97,2163.98,680.01,1433
H2AZ,1075,1756,5498.94,4113.18,1431,1730,4841,3130,1840.91,1643.98,2576.82,3348
H2B,0,0,5,0,0,0,0,0,0,0,2,0
H33,117,219,217,77,152,141,186,92,152,157,116,89
H6ST3,7,16,0,1,6,34,0,1,34,14,0,1
HA1F,0,0,2,0,2,2,7,0,3,2,0,3
HABP2,9,24,40,10,2,6,29,3,10,18,11,5
HABP4,3,2,0,2,0,0,0,1,4,2,0,0
HAKAI,8,10,33,11,22,25,59,7,17,21,24,8
HAOX1,1,2,6,2,2,4,3,0,3,2,2,3
HARB1,113,222,411.87,597.75,110,229,334,564,271,176,152.82,738.98
HAX1,137.01,230,381.62,166,138.8,181.21,329.46,137,225.03,201.13,205,113.12
HB2L,1,0,25,1,2,6,30,1,8,2,24,1
HBA,9630.92,10209.97,20134.71,795.47,7932.07,12393.29,3764.19,1218.75,11319.45,12653.36,12800.28,2315.07
HBAD,1680,1652,3580.37,135,1880.23,2466,812,211,3346.03,3086,4158.99,590
HBB,0,0,1,0,0,0,0,0,0,0,0,0
HBE,0,0,0,0,0,4,0,1,0,2,0,1
HBEGF,28,11,411,13,14,17,574,19,53,46,257,18
HBPI,0,0,1,9,1,1,0,10,1,2,1,16
HBXIP,701,828.23,1479.92,96.06,614,922.03,1343.17,118.08,835.51,713,621.95,146
HCD2,302.82,504.72,441,109.56,343.02,427,398,108,478.84,380,254,115
HCDH,564,961,3277,888.06,515.24,772.64,2522.65,773.45,768,679,1424,704.63
HCFC2,263,337,358,129,331.78,345,391,100.19,390,405,192,112
HCK,1,3,0,2,2,1,0,0,0,7,0,4
HCN1,665.05,1021,3,16,911,776,2,25,796,951,3,17
HDAC5,437,799,590,248,591,731,603,292,635,847,367,214
HDAC6,54,100.65,183,169,83.97,84.4,153,173.81,65,81,67,128.05
HDDC2,229,367.16,862.04,146,263,260,839.93,80,232,318.32,285.15,87
HDGF,1321,2458.38,4257.58,1237.95,1328,2382.51,3902.96,1072,2675.02,1934.33,1992.99,1038
HEAT8,2,10,2,1132,1,8,2,761,11,8,1,1084
HEBP1,119,224,109,28,159,242,117,26,303,214,80,42
HECA2,1,0,1,124,0,1,2,37,14,0,0,111
HELT,0,1,1,7,0,1,2,26,0,0,0,6
HEMGN,0,0,343,2,1,4,423.26,2,1,4,130,2
HEN1,8,15,4,3,11,6,16,1,7.48,28,3,7
HEP2,354,491.95,158,11,393.96,327,230,10,276,615,99,8
HEPC,0,2,4,2,1,4,6,0,7,1,0,1
HERP2,975.43,1593.33,3135,619,1157.01,1400.69,3189.57,532,1569.83,1539,1884.03,619
HES1,2,7,57.9,4,5,10,85,7,6,10,22,10
HES1B,48,80,586,42,59,78,524.35,45,80.01,62,292.24,47
HES2,0,0,19,1,0,0,6,1,0,0,4,0
HGD,0,1,0,6,0,0,0,10,0,0,0,6
HGP3,18,38,29,36,22,36,33,21.12,41,41,18,26
HHEX,51,102,301.16,12,54,75,549.04,6.01,66.34,60,148,13
HIC2,121,136.06,167,79,176,109,213,108,92,148,111,102
HID1,0,0,9,0,0,1,46,2,0,0,8,0
HIF1A,0,4,9,3,6,8,5,4,5,3,1,5
HIF3A,0,0,2,1,1,1,2,3,1,1,3,2
HIKES,273,621,1112.14,534,392.89,640,1243.02,458.96,776.03,419,585,436
HINT2,54,118,104,24,82,181,79,33,111,154,61,22
HIPK2,130,163,99,19,194,150,95,17,127,177,45,11
HKDC1,83,154,41,1,100,93,55,3,56,74,11,0
HLX,4,0,22,0,4,1,14.99,0,2,3,7,0
HM13,1041.11,1622.01,4181,5940.91,1255.07,1583,4090.75,6464.82,1628.97,1395,1929.37,4995.81
HMCS2,13,42,0,23,40,13,3,40,37,11,0,24
HME2,645,140,19,27,1040,71,38,14,14,825,13,23
HMGB4,2,1,26,6478.29,2,2,42.99,4628.22,4,0,17,3789.3
HMGX7,81,22,253,1,143,33,198,1,12,127,161,20
HMX1,0,0,7,0,0,0,11,0,0,0,5,0
HMX2,0,0,0,0,0,1,0,0,0,0,0,0
HN1,755,1447,3574.94,32122.79,772,1290.01,3194.92,25697.38,1542.96,1030,1649,22933.16
HNF1B,0,0,0,1,0,0,0,0,1,0,0,3
HNF4A,2,3,0,0,0,3,0,0,8,2,0,0
HNF4G,0,1,0,1,1,3,0,0,2,0,0,1
HNRL2,108.98,171,198,198,116,141,166,170,228.03,183.95,98.99,173.96
HNRPC,1496,3250.02,2609.66,2334.95,2060.05,3194.02,2582.25,1940.04,3390.35,2792.11,1063.15,1816.17
HNRPL,1162.02,2196.98,2037.3,1333.09,1564.06,2050,1778.94,1179.05,1919.1,1743.84,1011.58,1126.94
HOOK2,97,85,522.43,251,101,94,509.12,271.77,96,113,223.2,170
HOP,56.99,152.02,129,39,59.05,121,80.56,27,160,90,55,18
HP1B3,1525.33,2407.65,5253.63,3721.11,1863.96,2618.07,4713.97,3319.41,2609.56,2321.99,2990.85,2777.05
HPCA,109,335,13,3,122,63,19,0,74,232,4,0
HPHL1,3,1,24,29,4,5,14,45,4,10,12,67
HPLN1,48,60,411,47,41,25,262.06,34,23,50,101,38
HPRT,953.36,1700.13,1797,459,1091,2021.2,1819,391.44,2389.38,1547.95,866.45,371.93
HPSE,24,68,207,158,37,53,169,159,67,50,81,135
HRG,37,23,1,2,5,4,0,0,2,5,0,0
HRG1,857.57,1574.95,1056.02,214,1055,1493.98,1036.99,188,1129.2,1164.28,585.34,193.97
HS3S1,87,190,37,40,103,134,66,2,128,107,49,18
HS3S4,38,45,0,4,50,41,0,4,34,47,0,3
HS3S5,471.84,1131.2,37,25,622,949,70,12,553,682,37,28.16
HSBPL,193,484.1,252,327,185,362.03,254.03,298,237,302,88,294
HSF1,9,22,34,33,17,31,29,43,14,23,13,37
HSFY1,0,3,4,3,0,0,0,11,2,0,9,25
HSP13,408.55,596.93,594,419,411,643.98,639,287,599.18,563.35,347,299.11
HSP70,389.97,1269.57,3061.27,3019.43,1426.1,1942.32,4423.29,1125.68,2003.01,1915.69,1549.91,1534.3
HSP74,4216.05,6192.49,11681.74,14941.88,4556.99,5957.07,11662.44,11982.78,7058.66,5864.15,6676.63,11327.35
HSP7C,0,1,0,0,0,0,1,0,0,0,0,0
HSPB1,169,48,1673.03,64,39,49,910.85,23,28,46,911,65.99
HSPB3,16,48,51,22,19,68,46,14,23,32.31,11,16
HTD2,297,402.52,1321.74,366,310,408.98,1036.82,344,475,389,551,333
HTRA1,3885,7957.97,5084.35,70,3499.97,5697.32,5483.89,18,4826,4055,3066,51
HTRB1,0,0,0,18,0,0,0,18,2,0,0,16
HTRB2,0,2,4,9,1,0,5,5,0,0,1,13
HUMMR,1183,1738.55,55,30,998.05,1575.55,83,25,1497,1210,33,13
HUS1,149.05,295.92,1591.99,483.47,88,196,1590.14,255,228,146,823,244
HUTH,1,2,1,0,3,3,0,0,1,1,1,0
HUTU,4,18,12,17,3,19,11,9,23,14,4,11
HUWE1,8,15,12,54,14,16,18,55,17,12,16,63
HV02,0,1,0,0,0,1,0,0,0,0,1,0
HXA11,0,0,4,0,0,0,9,0,0,0,0,0
HXA2,22,0,62,0,0,6,41,0,0,0,47,4
HXA4,12,0,57.07,1,0,1,52,0,0,0,23,0
HXA9,0,0,238.94,10,0,0,205,5,0,0,137.7,4
HXB6,12,0,471,7,0,0,407.31,9,0,0,246.99,6
HXB7,8,4,134.85,7,13,9,155.88,0,5,6,72,1
HXB8,1,0,12,2,0,0,7,0,0,0,3,0
HXB9,0,0,150,46,0,0,106,4,1,0,43,5
HXC4,58,0,33,0,1,4,36,2,0,0,20,1
HXC6,1,0,709.07,25,0,0,728.06,8,1,0,440,11
HXC8,0,0,222,7,0,0,163,1,0,0,133,3
HXC9,0,0,115,2,0,0,84,2,0,0,70,0
HXCDA,0,0,33,1,0,0,35,0,0,0,17,0
HXD13,0,0,0,6,0,0,1,7,0,1,0,7
HXD3,54,0,11,27,1,3,5,19,0,0,7,28
HXD8,1,0,8,2,0,0,6,1,0,0,1,1
HXD9,0,0,44,4,0,1,100,6,0,0,20,5
HXD9A,0,0,16,5,0,0,24,5,0,0,5,4
HXK2,27,31,112,74,24,20,107,66,18,34,76,78
HYAL2,69,103,747,47,66,77,812,42,120,96,557,37
HYALP,0,1,0,0,0,1,0,2,0,0,0,3
I17EL,2,10,21,32,9,11,8,24,16,3,6,11
I17RC,106,120,857,292,98,78,639,278.95,57,89,278,275
I18BP,2,0,33,4,2,2,10,1,1,1,16,0
I22R1,0,0,8,18,0,1,11,14,5,2,8,11
I22R2,1,0,3,2,0,0,3,5,0,1,1,2
I23O2,0,0,0,3,0,0,1,0,0,0,0,0
I28RA,0,0,2,0,7,1,1,0,1,1,0,0
I2BP2,304.28,568.54,631,268.8,491,562,665,201,479,597,374,193
I36RA,20,32,42,37.8,55,33,41,86.95,26,47,18,36
I5P1,3860.97,1746.46,1163.1,657.99,5056.04,1652.46,1019,596.67,1599.56,3523.65,560.28,481.21
IAPP,1,63,0,0,10,74,0,1,51,31,0,2
IASPP,2,4,5,0,0,3,9.37,1,1,1,3,0
IBP1,21,17,95,16,13,36,146,9,24,32,37,7
IBP3,182.2,270,438,788,189,377.34,595.91,675.43,480,235.32,323,626.32
ICEN,0,0,0,1,2,0,0,0,0.83,1,0,0
ICMT,393,688,1942.01,973,557,649,1987,1225.61,659,567,985.78,942
ICOS,1,1,67.96,6,2,2,57,9,0,1,36,3
ID1,110,208,659,12,105,146,677,6,87,110,472.58,6
ID2,626.1,1815.15,1096.15,168,986.62,2117.94,1546.65,322,1541.83,1386.2,661.37,224.99
ID3A,110,178,1009.12,19,112,98,1127.59,13,56,112,543.9,31
IER5L,366,897,1484,20,479,1052,1398,19,927.59,826,681.88,26
IF1AY,2021.03,3744,3633.81,6169.88,2417.9,3979.09,3521.41,4982,4530,3458.62,1745,4448.01
IF4A2,17092.95,30401.06,27076.99,6950.56,23560.9,32233.64,26225.21,5578.86,36227.48,26949.39,14945.49,5550.01
IF4B,1186.96,2170.8,2984.02,2327.05,1480.49,1928.01,2830.48,2583.93,2025.9,1768.65,1805.75,1999.78
IF4E,12,24,711.46,16,25,12,972,15,20,17,596,17
IF5,5909.06,10436.1,16688.46,14357.5,8814.68,12919.35,16951.43,11058.29,14076.99,9214.03,7248.44,9134.4
IF5A1,1003.92,2201.05,3023.33,1362,1602.02,2411.97,3452.98,1652,2482.14,1893.83,1698.41,1518.65
IFI6,96,129,2094.48,43,48,44,54,34,64.85,21,56,30
IFIT5,926,1495.98,12770.44,1017,1021,1300,1913,850.99,1548,1246.88,1016,842
IFM2,0,0,28,14,0,2,123,1,0,0,12,4
IFM5,97,153,3243.76,119,97,211,2016.73,44,81,93,1296,71
IFNB,2,6,10,5,1,12,11,4,3,8,1,6
IGHG3,0,1,5,1,0,1,1,2,0,0,0,1
IGHM,68,132,10587.18,709.45,58,126,2625,237,95,45,2591,87
IKBA,87,181,1313.99,106,94.99,135,1074,103.97,216,125,823,74
IKBB,487,906.01,1360.97,853,659.75,942.02,1443.26,1015,989,781.03,648,999
IKKE,1,2,12,3,2,5,6,0,2,3,1,3
IKZF4,94,162,440.02,151,129,165,434,145,163,142,256,137
IL10,2,13,0,0,3,1,1,0,7,6.04,0,1
IL11,30,50,33,288,35,39.97,43,245.14,36,26.45,27,299.06
IL12B,1,3,14,44.01,2,2,42,65.85,1,1,2,34
IL17B,3,0,1,0,2,4,1,2,2,3,3,0
IL20,1,18,0,0,5,0,2,1,0,4,0,7
IL21R,1,18,29,5,9,40,32,4,50,17,16,3
IL23A,6,8,7,3,2,0,5,1,3,3,3,7
IL23R,7,22,1,4,23,12,1,4,10,19,1,9
IL2RB,2,5,8,27,2,4,6,7,11,3,13,3
IL6,0,0,0,0,0,1,3,0,0,0,1,0
IL6RB,4,10,13,16,6,12,4,5,33,5,2,9
IL7RA,12,7,25,11,2,5,11,3,4,3,13,5
IL8,0,0,41,0,1,1,42,0,1,0,14,1
IL8H,0,0,2,0,0,0,2,0,0,0,3,0
ILF3,73,180,108,162.95,124,192.78,102,154.82,177,137,48,194.95
ILKAP,518.39,700.51,1041.55,713.98,643.01,697.19,1140.06,761.13,736.04,764.97,573.37,1012.09
IMA2,17,35,7847.14,1700.08,23.02,40,8677.64,1681,39.01,39,3854.94,1439.01
IMP4,254.02,543,1437.36,386,366.59,538.08,1782,474.97,586.01,418.91,988,449
IN35,135,221,1996,521.85,141,238.34,1354.06,537.06,280,195,739.03,520
IN80B,58.04,112,208,65.99,92,127.04,243,187,147.31,83.98,127.94,68
ING2,57,141,334,251,72,127,532,233.81,142,96,169,225
ING4,481,873,664,446,543,900,673,424,999,820.03,363,379
INHBB,1324.84,2518.4,2718.43,4152.17,1843.95,2516.49,2604.02,3582.47,2888.02,2481.76,1342.22,3482.72
INHBC,1,1,7,56,0,2,2,64,2,6,1,53
INO1A,758.33,1011,3574.34,3275.95,824.27,836.98,3342.95,5653.76,1136.42,1162.87,1721.91,4763.09
INSI1,377,354,569.01,268,329,288,356,178.99,351,392,316,188
INSM2,18,19,6,20,6,52,12,4,26,31,0,7
INT12,91,187,1799,1073,144,238.03,1361.29,1033.01,204,170,1157.15,788
INT5,11,17,17,32,11,18,30,54,23,25,7,52.03
IOVO,33,16,3,45,4,21,3,12,8,12,0,31
IP6K2,658,1263,2070.96,2925.12,981,1410.49,2033.02,1746.05,1435,1144.97,1001.71,2723
IPIL1,0,0,18,5,0,0,29,1,0,1,14,3
IPKB,306,384.92,1105.35,83,349.81,851.95,1473.6,97,539.97,402.03,572.61,81
IPYR2,698.77,1315.63,1678.47,549.65,507.09,788.11,785.05,223.48,1343.64,765.07,835,330.25
IQCB1,128,193,857,7981.52,106,182,904,6557.56,197,155.99,450,6295.03
IQEC3,7,41,0,4,23,19,0,0,25,24,0,0
IQGA1,0,1,2,12,0,0,1,4,0,0,1,6
IRAK2,408.15,563.98,1127,258,443,584,1125,203,357.74,482,561.01,216
IRF1,98,236,1322.82,46,87,175.07,559,21,173,170.08,506,44
IRF4,0,3,682,7,5,13,1038,6,4,4,173.48,6
IRK10,3956.38,7673.26,17,1,3192.23,2776.05,21,0,1936,3946.71,18,1
IRK13,31,3,2,10,50,0,0,7,9,1,0,5
IRK5,517,234,79,40,475.25,290,140.59,18,210,541,60,39
IRX1A,73,227,2,21,151.99,54,6,6,16,143,0,19
IRX4,20,61,3,36,24,12,21,25,5,12,0,11
ISCA1,1959,4821.96,1911.88,2891.44,2040.33,4518.06,1749.22,2384.24,3130.67,4359,983.04,2248
ISK9,0,0,74,4,0,0,93,4,0,0,121,2
ISL1,10,30,126,3,1,112,148,7,29,76.99,47,2
ISL2,17,12,4,282,3,8,11,264,0,10,6,219
ISOC1,743,1530.01,526,246,724,1253,513,237,1118.97,1242,337,214
ISX,0,0,0,1,0,0,0,2,0,0,0,0
ITA10,5,21,44,21,20,22,31,17,21,12.35,30,19
ITA2B,1,3,8,9,3,2,1,6,5,2,7,5
ITA8,1,2,4,2,3,1,0,0,3,3,2,0
ITB4,1,1,1,0,2,0,1,0,0,1,0,1
ITB7,1,1,10,0,2,2,7,0,0,0,15,5
ITCH,94.37,135.07,105.01,63.82,120.78,149.99,115.24,60.22,155.39,184.51,56,61.94
ITK,0,0,1,0,0,0,0,1,0,0,1,1
ITM2B,3702.98,9320.81,4738.26,1026.91,5852.55,8755.75,6322.97,953.09,8454.86,7086.66,2568.67,891.98
JADE2,3008.01,4390.57,1117,155,4381.89,3596.69,1074,162.98,4029.91,5247.16,800,200
JAG1,624,851,2044,396,598,822,1902.98,323,648.99,939.1,1528.95,276
JAK1,3560.15,5759.11,6422.72,2571.64,4527.02,5977.49,6128.96,1977.98,7741.79,5858.95,3282.02,1967.99
JAK3,1,2,2,3,1,0,2,3,1,2,2,4
JAM1,61,74,895,308.45,55.33,67,490.85,225,72.95,92,498,204.16
JARD2,695,1177.99,288,140,1752,1052.02,405,192,513,1258.11,190,128
JAZF1,770.99,1578.38,651,522,1103.77,1636.78,521,325,1921.18,1348.04,303,110
JDP2,116,186,497,26,193.36,193,657.9,46,233,186.11,308,62
JHD2C,6,11,6,94,10,15,14,88,15,12,3,43
JKIP2,679,990,461.01,474,956,1067,580.07,375,1394.18,1010,396,288
JNK,2,4,0,0,2,3,1,0,4,2,0,0
JOS2,118,249,165,692.69,213,213,168,735.99,167,204.06,81,655
JTB,510.01,1455.12,1027.83,1456.8,573.02,682,648.78,393,989.91,997.34,437,1237.86
JUND,293.89,666.04,744.95,202.78,509,973.16,830,300,1003,742.89,392,124.93
K0100,1337,1831.46,3352,11758.55,1754,1893.02,3041,11004.93,2145,1965,1713,8521.05
K0146,86,167.05,2867.73,600.05,76,98,2733.01,729.92,194.97,111,1486.66,399
K1045,1071.98,3970.23,3,56,1873.52,4672.06,1,48,4978.98,2948.62,0,32
K1324,302.75,747,178,4952.82,531.27,591,270.33,5322.21,597,641.73,111,4071.3
K1383,0,4,1,10,0,1,3,8,0,0,4,11
K1671,1,1,6,0,1,2,3,0,3,0,4,2
K1683,0,1,0,7006.45,0,1,1,7185.06,6,2,5,5289.05
K1704,263,452,629,325,279,418,543,247,538,425,313,278
K1C10,1,22,6.05,9,8,2,8,5,3,9,5,9
K1C12,1,0,0,4,0,0,1,1,3,0,1,0
K1C14,7,52,47,20,23,65,24,13,16,36,37,26
K1C15,2,4,4,397.96,2,10,3,300,9,8,1,148
K1C18,1,0,494,7,0,2,565,0,0,0,333,19.26
K1C19,1,2,3,28,2,7,8,4,3,6,2,12
K1C20,0,2,0,5,0,5,1,3,4,0,1,0
K1C23,11,22,23,34,28,77,10,33,177,88,8,21
K22O,0,0,1,0,0,5,1,0,0,0,0,1
K2C1,0,0,0,17,0,0,1,6,1,0,0,5
K2C4,1,1,1,0,0,2,11,0,7,2,2,0
K2C5,0,0,1,0,0,1,0,0,0,0,0,0
K2C6A,0,0,0,0,0,0,0,0,0,2,0,0
K2C75,0,0,0,0,1,0,0,1,0,0,0,0
K2C8,2,2,168,16,2,6,120,20,8,2,97,36
K6PL,144,310,121,191,198,247,94,234,259,207,47,171
KAD1,693.42,1355.83,622.19,681,898.24,1633.54,433.27,375.03,1749,1287.09,310,289.02
KAP3,750,2252.02,1062.12,805.61,1065.03,2368.36,1118,459,2936,1469.6,627,363.16
KAPCB,0,0,0,15,1,0,1,37,1,2,0,30
KBP,1390,2731.99,10139.99,2068.9,1702.81,2243.59,9948.71,1443.1,2186.18,1906.82,4017.33,1098.1
KBTB2,970,1527.7,1916.07,3295.74,1114,1341.97,1676,2335,1413,1392,1011.01,2364.24
KC1E,879.11,1425.14,2144.63,1452.82,1086.66,1573.87,2187.68,1200.98,2150.62,1517.34,1402.24,1124.52
KC1G1,530,729,1666.09,3750.67,739.99,896,1489,3110.44,1134,821,813,2729.95
KCA10,45,0,2,0,61,6,4,1,0,50,4,0
KCAB1,2,10,4,1,9,2,1,0,2,3,1,0
KCC1A,419,674.7,535,664.99,460,729,478,631,844,692,319,436.09
KCC2B,0,0,0,0,0,0,0,0,1,0,0,0
KCD14,0,1,34,10,0,2,29,8,0,1,7,8
KCD16,1,0,0,2,5,2,7,1,1,9,3,1
KCE1L,3,7,7,20,1,5,4,5,7,3,5,7
KCMA1,4,8,0,0,5,11,2,0,6,5,0,0
KCMF1,590.97,1576.94,2671.1,9022.75,712,1718.69,2688.55,7453.07,1509.2,1367.2,1360.99,7000.27
KCNA3,44,72,14,1,74,99,10,1,130,107,9,7
KCNA7,6,16,11,47,7,10,9,25,16,22,9,51
KCNB2,47,191.2,22,161,81,66,42,46,129,107,12,88
KCND2,208,521,39,8,345,225,23,4,191,381,16,1
KCND3,233,433,1,8,299,446,4,5,577,404,3,6
KCNH2,139,22,2,59,189,17,2,29,6,187,0,69
KCNK2,168.16,377,327,234,235,459,1021.1,184,421,334,224,92
KCNK9,13,13,2,9,19,10,2,17,16,23,0,12
KCNKI,2,3,1,2,0,0,3,3,1,0,1,1
KCNN3,1,0,0,0,3,2,2,0,0,0,0,0
KCNN4,2,6,3,0,4,6,3,0,5,4,0,0
KCNQ4,1,1,1,5,2,9,2,2,4,1,0,2
KCNQ5,54,165,45,33,134,359.74,58,59,341,171,55,58
KCNV2,2,2,0,0,0,1,1,0,0,2,0,1
KCRB,1,0,1,1,0,1,0,3,0,0,0,0
KCRU,1389,2177.94,6,10,1488,1836,21,7,1712,1705.39,5,6
KCTD1,81,150,122,94,129,113,160,63,109,167,73,51
KCTD4,226.99,542,4,8,195,843.09,4,4,1182.17,420.8,6,4
KD3AB,1,0,0,0,2,3,0,1,1,0,0,2
KDEL1,169,317,3575.91,266,207,278,3844.45,327,236,247,2017.78,415
